Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),Unnamed: 13,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated,Vaccination_ID
24-04-2021,Ladakh,96539,3000,21,71714,24825,38705,33004,5,0,96539,,,,,,71714,Ladakh_24-04-2021
25-04-2021,Ladakh,96956,600,6,71734,25222,38715,33014,5,0,96956,,,,,,71734,Ladakh_25-04-2021
26-04-2021,Ladakh,100903,4500,34,72754,28149,39224,33525,5,0,100903,,,,,,72754,Ladakh_26-04-2021
27-04-2021,Ladakh,103717,3900,28,73508,30209,39564,33938,6,0,103717,,,,,,73508,Ladakh_27-04-2021
28-04-2021,Ladakh,105808,6000,38,73967,31841,39827,34134,6,0,105808,,,,,,73967,Ladakh_28-04-2021
29-04-2021,Ladakh,107405,3300,25,74391,33014,40087,34298,6,0,107405,,,,,,74391,Ladakh_29-04-2021
30-04-2021,Ladakh,108166,5900,46,74571,33595,40189,34376,6,0,108166,,,,,,74571,Ladakh_30-04-2021
01-05-2021,Ladakh,109442,7600,52,74984,34458,40404,34574,6,0,109442,,,,,,74984,Ladakh_01-05-2021
02-05-2021,Ladakh,109696,2300,20,75065,34631,40445,34614,6,0,109696,,,,,,75065,Ladakh_02-05-2021
03-05-2021,Ladakh,111070,6000,41,75744,35326,40781,34956,7,0,111070,,,,,,75744,Ladakh_03-05-2021
04-05-2021,Ladakh,112903,6100,42,77322,35581,41814,35501,7,0,112903,,,,,,77322,Ladakh_04-05-2021
05-05-2021,Ladakh,115161,5900,41,79276,35885,43063,36206,7,0,115161,,,,,,79276,Ladakh_05-05-2021
06-05-2021,Ladakh,117233,6000,41,81061,36172,44276,36778,7,0,117233,,,,,,81061,Ladakh_06-05-2021
07-05-2021,Ladakh,118299,3600,21,81960,36339,44903,37050,7,0,118299,,,,,,81960,Ladakh_07-05-2021
08-05-2021,Ladakh,119520,4100,27,83032,36488,45643,37382,7,0,119520,,,,,,83032,Ladakh_08-05-2021
09-05-2021,Ladakh,119661,3800,25,83169,36492,45756,37406,7,0,119661,,,,,,83169,Ladakh_09-05-2021
10-05-2021,Ladakh,120835,5400,35,84093,36742,46268,37818,7,0,120835,,,,,,84093,Ladakh_10-05-2021
11-05-2021,Ladakh,121529,4800,30,84630,36899,46577,38045,8,0,121529,,,,,,84630,Ladakh_11-05-2021
12-05-2021,Ladakh,122218,2700,17,85240,36978,46928,38304,8,0,122218,,,,,,85240,Ladakh_12-05-2021
13-05-2021,Ladakh,122800,1200,8,85688,37112,47238,38442,8,0,122800,,,,,,85688,Ladakh_13-05-2021
14-05-2021,Ladakh,122800,700,6,85688,37112,47238,38442,8,0,122800,,,,,,85688,Ladakh_14-05-2021
15-05-2021,Ladakh,123897,2700,18,86645,37252,47718,38918,9,0,123897,,,,,,86645,Ladakh_15-05-2021
16-05-2021,Ladakh,123897,300,3,86645,37252,47718,38918,9,0,123897,,,,,,86645,Ladakh_16-05-2021
17-05-2021,Ladakh,124756,3474,24,87501,37255,48223,39269,9,0,124756,,,,,,87501,Ladakh_17-05-2021
18-05-2021,Ladakh,125747,3853,26,88488,37259,48761,39717,10,0,125747,,,,,,88488,Ladakh_18-05-2021
19-05-2021,Ladakh,126974,4441,27,89715,37259,49530,40175,10,0,126974,,,,,,89715,Ladakh_19-05-2021
20-05-2021,Ladakh,128323,4750,26,91064,37259,50429,40625,10,0,128323,,,,,,91064,Ladakh_20-05-2021
21-05-2021,Ladakh,130332,5542,33,93073,37259,51730,41332,11,0,130332,0,,,,,93073,Ladakh_21-05-2021
22-05-2021,Ladakh,132064,5220,31,94805,37259,53012,41782,11,0,132064,0,,,,,94805,Ladakh_22-05-2021
23-05-2021,Ladakh,132137,500,5,94878,37259,53083,41784,11,0,132137,0,,,,,94878,Ladakh_23-05-2021
24-05-2021,Ladakh,134067,7031,47,96802,37265,54081,42710,11,0,134067,0,,,,,96802,Ladakh_24-05-2021
25-05-2021,Ladakh,136294,5724,34,99028,37266,55178,43839,11,0,136294,0,,,,,99028,Ladakh_25-05-2021
26-05-2021,Ladakh,138454,5904,30,101188,37266,56125,45050,13,0,138454,0,,,,,101188,Ladakh_26-05-2021
27-05-2021,Ladakh,144321,8825,37,107044,37277,58782,48248,14,0,144321,0,,,,,107044,Ladakh_27-05-2021
28-05-2021,Ladakh,150092,8234,32,112814,37278,61291,51508,15,0,150092,0,,,,,112814,Ladakh_28-05-2021
29-05-2021,Ladakh,154115,4770,18,116836,37279,63254,53566,16,0,154115,0,,,,,116836,Ladakh_29-05-2021
30-05-2021,Ladakh,154135,221,2,116856,37279,63264,53576,16,0,154135,0,,,,,116856,Ladakh_30-05-2021
31-05-2021,Ladakh,159496,12800,38,122206,37290,65668,56522,16,0,159496,0,,,,,122206,Ladakh_31-05-2021
01-06-2021,Ladakh,164155,11285,36,126864,37291,67681,59167,16,0,164155,0,,,,,126864,Ladakh_01-06-2021
02-06-2021,Ladakh,167934,10800,36,130639,37295,69481,61142,16,0,167934,0,,,,,130639,Ladakh_02-06-2021
03-06-2021,Ladakh,171395,10493,38,134095,37300,70910,63168,17,0,171395,0,,,,,134095,Ladakh_03-06-2021
04-06-2021,Ladakh,174899,11000,37,137598,37301,72722,64859,17,0,174899,0,,,,,137598,Ladakh_04-06-2021
05-06-2021,Ladakh,177678,7600,28,140366,37312,74251,66098,17,0,177678,0,,,,,140366,Ladakh_05-06-2021
06-06-2021,Ladakh,177681,0,0,140369,37312,74251,66101,17,0,177681,0,,,,,140369,Ladakh_06-06-2021
07-06-2021,Ladakh,180269,7000,25,142943,37326,75399,67527,17,0,180269,0,,,,,142943,Ladakh_07-06-2021
08-06-2021,Ladakh,181714,5640,21,144376,37338,76132,68226,18,0,181714,0,,,,,144376,Ladakh_08-06-2021
09-06-2021,Ladakh,183376,5930,19,146030,37346,77141,68871,18,0,183376,0,,,,,146030,Ladakh_09-06-2021
10-06-2021,Ladakh,185674,5820,23,148313,37361,78523,69772,18,0,185674,0,,,,,148313,Ladakh_10-06-2021
11-06-2021,Ladakh,189143,6147,25,151780,37363,80732,71030,18,0,189143,0,,,,,151780,Ladakh_11-06-2021
12-06-2021,Ladakh,191063,5010,20,153682,37381,82013,71651,18,0,191063,0,,,,,153682,Ladakh_12-06-2021
13-06-2021,Ladakh,191066,0,0,153685,37381,82016,71651,18,0,191066,0,,,,,153685,Ladakh_13-06-2021
14-06-2021,Ladakh,192431,3296,15,155038,37393,82896,72124,18,0,192431,0,,,,,155038,Ladakh_14-06-2021
15-06-2021,Ladakh,193330,3600,20,155927,37403,83273,72636,18,0,193330,0,,,,,155927,Ladakh_15-06-2021
16-06-2021,Ladakh,194501,2630,20,157081,37420,83891,73171,19,0,194501,0,,,,,157081,Ladakh_16-06-2021
17-06-2021,Ladakh,196717,3860,22,159275,37442,85346,73910,19,0,196717,0,,,,,159275,Ladakh_17-06-2021
18-06-2021,Ladakh,198155,4450,16,160703,37452,86418,74266,19,0,198155,0,,,,,160703,Ladakh_18-06-2021
19-06-2021,Ladakh,199286,4710,17,161809,37477,87200,74590,19,0,199286,0,,,,,161809,Ladakh_19-06-2021
20-06-2021,Ladakh,199286,200,1,161809,37477,87200,74590,19,0,199286,0,,,,,161809,Ladakh_20-06-2021
21-06-2021,Ladakh,200706,5900,18,163217,37489,88293,74905,19,0,200706,0,,,,,163217,Ladakh_21-06-2021
22-06-2021,Ladakh,202329,6840,24,164799,37530,89587,75193,19,0,202329,0,,,,,164799,Ladakh_22-06-2021
23-06-2021,Ladakh,203725,6882,21,166167,37558,90720,75428,19,0,203725,0,,,,,166167,Ladakh_23-06-2021
24-06-2021,Ladakh,206992,10580,28,167571,39421,91836,75716,19,0,206992,0,,,,,167571,Ladakh_24-06-2021
25-06-2021,Ladakh,211520,14476,36,168168,43352,116121,95377,22,0,211520,0,,,,,,Ladakh_25-06-2021
26-06-2021,Ladakh,215964,17905,41,168671,47293,118255,97687,22,0,215964,0,,,,,,Ladakh_26-06-2021
27-06-2021,Ladakh,216616,1660,6,168691,47925,118546,98048,22,0,216616,0,,,,,,Ladakh_27-06-2021
28-06-2021,Ladakh,220989,23905,55,169421,51568,120869,100098,22,0,220989,0,,,,,,Ladakh_28-06-2021
29-06-2021,Ladakh,224630,15961,38,170297,54333,123022,101586,22,0,224630,0,,,,,,Ladakh_29-06-2021
30-06-2021,Ladakh,226801,13141,31,170900,55901,124277,102502,22,0,226801,0,,,,,,Ladakh_30-06-2021
01-07-2021,Ladakh,228809,8195,28,171439,57370,125487,103299,23,0,228809,0,,,,,,Ladakh_01-07-2021
02-07-2021,Ladakh,230087,7800,29,172099,57988,126357,103707,23,0,230087,0,,,,,,Ladakh_02-07-2021
03-07-2021,Ladakh,232133,8305,23,173803,58330,128052,104057,24,0,232133,0,,,,,,Ladakh_03-07-2021
04-07-2021,Ladakh,232795,1057,4,174447,58348,128701,104070,24,0,232795,0,,,,,,Ladakh_04-07-2021
05-07-2021,Ladakh,235427,9220,29,176300,59127,130756,104647,24,0,235427,0,,,,,,Ladakh_05-07-2021
06-07-2021,Ladakh,237455,6969,26,177760,59695,132199,105232,24,0,237455,0,,,,,,Ladakh_06-07-2021
07-07-2021,Ladakh,238305,5121,16,178128,60177,132735,105546,24,0,238305,0,,,,,,Ladakh_07-07-2021
08-07-2021,Ladakh,239589,5070,16,179174,60415,133796,105769,24,0,239589,0,,,,,,Ladakh_08-07-2021
09-07-2021,Ladakh,240818,5310,16,180257,60561,134864,105930,24,0,240818,0,,,,,,Ladakh_09-07-2021
10-07-2021,Ladakh,242115,4584,16,181385,60730,135982,106109,24,0,242115,0,,,,,,Ladakh_10-07-2021
11-07-2021,Ladakh,242545,490,1,181815,60730,136412,106109,24,0,242545,0,,,,,,Ladakh_11-07-2021
12-07-2021,Ladakh,243556,5081,19,182438,61118,137132,106400,24,0,243556,0,,,,,,Ladakh_12-07-2021
13-07-2021,Ladakh,244282,2990,13,182773,61509,137607,106651,24,0,244282,0,,,,,,Ladakh_13-07-2021
14-07-2021,Ladakh,246067,3140,13,184350,61717,138475,107568,24,0,246067,0,,,,,,Ladakh_14-07-2021
15-07-2021,Ladakh,246543,2452,10,184640,61903,138806,107713,24,0,246543,0,,,,,,Ladakh_15-07-2021
16-07-2021,Ladakh,246776,2702,12,184757,62019,138971,107781,24,0,246776,0,,,,,,Ladakh_16-07-2021
17-07-2021,Ladakh,247139,2885,13,184970,62169,139195,107920,24,0,247139,0,,,,,,Ladakh_17-07-2021
18-07-2021,Ladakh,247199,1140,2,185017,62182,139236,107939,24,0,247199,0,,,,,,Ladakh_18-07-2021
19-07-2021,Ladakh,247527,3041,14,185146,62381,139408,108095,24,0,247527,0,,,,,,Ladakh_19-07-2021
20-07-2021,Ladakh,247824,2480,14,185298,62526,139577,108223,24,0,247824,0,,,,,,Ladakh_20-07-2021
21-07-2021,Ladakh,247824,0,0,185298,62526,139577,108223,24,0,247824,0,,,,,,Ladakh_21-07-2021
22-07-2021,Ladakh,248319,2871,14,185475,62844,139885,108410,24,0,248319,0,,,,,,Ladakh_22-07-2021
23-07-2021,Ladakh,248685,3540,14,185654,63031,140082,108579,24,0,248685,0,,,,,,Ladakh_23-07-2021
24-07-2021,Ladakh,249041,2755,10,185770,63271,140315,108702,24,0,249041,0,,,,,,Ladakh_24-07-2021
25-07-2021,Ladakh,249041,60,1,185770,63271,140315,108702,24,0,249041,0,,,,,,Ladakh_25-07-2021
26-07-2021,Ladakh,249727,5310,16,186038,63689,140652,109050,25,0,249727,0,,,,,,Ladakh_26-07-2021
27-07-2021,Ladakh,250768,5050,15,186256,64512,141240,109503,25,0,250768,0,,,,,,Ladakh_27-07-2021
28-07-2021,Ladakh,252103,0,0,186477,65626,141987,110091,25,0,252103,0,,,,,,Ladakh_28-07-2021
29-07-2021,Ladakh,252857,3160,8,186751,66106,142454,110378,25,0,252857,0,,,,,,Ladakh_29-07-2021
30-07-2021,Ladakh,253924,7300,19,186894,67030,143127,110772,25,0,253924,0,,,,,,Ladakh_30-07-2021
31-07-2021,Ladakh,254727,7105,17,187081,67646,143635,111067,25,0,254727,0,,,,,,Ladakh_31-07-2021
01-08-2021,Ladakh,255047,0,0,187393,67654,143799,111223,25,0,255047,0,,,,,,Ladakh_01-08-2021
02-08-2021,Ladakh,255738,6280,14,187602,68136,144197,111516,25,0,255738,0,,,,,,Ladakh_02-08-2021
03-08-2021,Ladakh,256201,6510,14,187750,68451,144474,111702,25,0,256201,0,,,,,,Ladakh_03-08-2021
04-08-2021,Ladakh,256621,6160,15,187859,68762,144732,111863,26,0,256621,0,,,,,,Ladakh_04-08-2021
05-08-2021,Ladakh,257040,5144,13,188002,69038,144980,112034,26,0,257040,0,,,,,,Ladakh_05-08-2021
06-08-2021,Ladakh,257551,5340,12,188226,69325,145295,112230,26,0,257551,0,,,,,,Ladakh_06-08-2021
07-08-2021,Ladakh,258385,6325,16,188426,69959,145724,112635,26,0,258385,0,,,,,,Ladakh_07-08-2021
08-08-2021,Ladakh,258385,0,0,188426,69959,145724,112635,26,0,258385,0,,,,,,Ladakh_08-08-2021
09-08-2021,Ladakh,259036,5980,16,188699,70337,146068,112942,26,0,259036,0,,,,,,Ladakh_09-08-2021
10-08-2021,Ladakh,,,,,,,,,,,,,,,,,Ladakh_10-08-2021
11-08-2021,Ladakh,,,,,,,,,,,,,,,,,Ladakh_11-08-2021
12-08-2021,Ladakh,,,,,,,,,,,,,,,,,Ladakh_12-08-2021
13-08-2021,Ladakh,,,,,,,,,,,,,,,,,Ladakh_13-08-2021
14-08-2021,Ladakh,,,,,,,,,,,,,,,,,Ladakh_14-08-2021
15-08-2021,Ladakh,,,,,,,,,,,,,,,,,Ladakh_15-08-2021
16-01-2021,Lakshadweep,16,1,1,16,0,14,2,0,0,16,,,,,,16,Lakshadweep_16-01-2021
17-01-2021,Lakshadweep,17,10,9,17,0,14,3,0,0,17,,,,,,17,Lakshadweep_17-01-2021
18-01-2021,Lakshadweep,237,10,9,237,0,229,8,0,0,237,,,,,,237,Lakshadweep_18-01-2021
19-01-2021,Lakshadweep,622,10,9,622,0,533,89,0,0,622,,,,,,622,Lakshadweep_19-01-2021
20-01-2021,Lakshadweep,629,10,9,629,0,538,91,0,0,629,,,,,,629,Lakshadweep_20-01-2021
21-01-2021,Lakshadweep,724,11,10,724,0,585,139,0,0,724,,,,,,724,Lakshadweep_21-01-2021
22-01-2021,Lakshadweep,734,14,12,734,0,588,146,0,0,734,,,,,,734,Lakshadweep_22-01-2021
23-01-2021,Lakshadweep,734,14,12,734,0,588,146,0,0,734,,,,,,734,Lakshadweep_23-01-2021
24-01-2021,Lakshadweep,749,14,12,749,0,588,161,0,0,749,,,,,,749,Lakshadweep_24-01-2021
25-01-2021,Lakshadweep,752,14,12,752,0,588,164,0,0,752,,,,,,752,Lakshadweep_25-01-2021
26-01-2021,Lakshadweep,752,14,12,752,0,588,164,0,0,752,,,,,,752,Lakshadweep_26-01-2021
27-01-2021,Lakshadweep,765,19,12,765,0,612,153,0,0,765,,,,,,765,Lakshadweep_27-01-2021
28-01-2021,Lakshadweep,790,19,12,790,0,618,172,0,0,790,,,,,,790,Lakshadweep_28-01-2021
29-01-2021,Lakshadweep,807,19,12,807,0,623,184,0,0,807,,,,,,807,Lakshadweep_29-01-2021
30-01-2021,Lakshadweep,807,19,12,807,0,623,184,0,0,807,,,,,,807,Lakshadweep_30-01-2021
31-01-2021,Lakshadweep,807,19,12,807,0,623,184,0,0,807,,,,,,807,Lakshadweep_31-01-2021
01-02-2021,Lakshadweep,807,19,12,807,0,623,184,0,0,807,,,,,,807,Lakshadweep_01-02-2021
02-02-2021,Lakshadweep,807,19,12,807,0,623,184,0,0,807,,,,,,807,Lakshadweep_02-02-2021
03-02-2021,Lakshadweep,807,20,13,807,0,623,184,0,0,807,,,,,,807,Lakshadweep_03-02-2021
04-02-2021,Lakshadweep,807,23,13,807,0,623,184,0,0,807,,,,,,807,Lakshadweep_04-02-2021
05-02-2021,Lakshadweep,825,26,13,825,0,627,198,0,0,825,,,,,,825,Lakshadweep_05-02-2021
06-02-2021,Lakshadweep,833,26,13,833,0,634,199,0,0,833,,,,,,833,Lakshadweep_06-02-2021
07-02-2021,Lakshadweep,833,26,13,833,0,634,199,0,0,833,,,,,,833,Lakshadweep_07-02-2021
08-02-2021,Lakshadweep,839,30,13,839,0,639,200,0,0,839,,,,,,839,Lakshadweep_08-02-2021
09-02-2021,Lakshadweep,869,30,13,869,0,665,204,0,0,869,,,,,,869,Lakshadweep_09-02-2021
10-02-2021,Lakshadweep,1312,34,13,1312,0,1026,286,0,0,1312,,,,,,1312,Lakshadweep_10-02-2021
11-02-2021,Lakshadweep,1344,35,13,1344,0,1054,290,0,0,1344,,,,,,1344,Lakshadweep_11-02-2021
12-02-2021,Lakshadweep,1575,35,13,1575,0,1239,336,0,0,1575,,,,,,1575,Lakshadweep_12-02-2021
13-02-2021,Lakshadweep,1575,35,13,1575,0,1239,336,0,0,1575,,,,,,1575,Lakshadweep_13-02-2021
14-02-2021,Lakshadweep,1575,36,13,1575,0,1239,336,0,0,1575,,,,,,1575,Lakshadweep_14-02-2021
15-02-2021,Lakshadweep,1575,37,13,1575,0,1239,336,0,0,1575,,,,,,1575,Lakshadweep_15-02-2021
16-02-2021,Lakshadweep,1613,39,13,1594,19,1245,349,0,0,1594,,,,,,1594,Lakshadweep_16-02-2021
17-02-2021,Lakshadweep,1613,41,13,1594,19,1245,349,0,0,1594,,,,,,1594,Lakshadweep_17-02-2021
18-02-2021,Lakshadweep,1674,49,13,1623,51,1264,359,0,0,1623,,,,,,1623,Lakshadweep_18-02-2021
19-02-2021,Lakshadweep,1770,49,13,1689,81,1302,387,0,4,1685,,,,,,1689,Lakshadweep_19-02-2021
20-02-2021,Lakshadweep,1770,49,13,1689,81,1302,387,0,4,1685,,,,,,1689,Lakshadweep_20-02-2021
21-02-2021,Lakshadweep,1770,49,13,1689,81,1302,387,0,4,1685,,,,,,1689,Lakshadweep_21-02-2021
22-02-2021,Lakshadweep,1830,52,13,1748,82,1349,399,0,4,1744,,,,,,1748,Lakshadweep_22-02-2021
23-02-2021,Lakshadweep,1877,54,13,1771,106,1361,410,0,4,1767,,,,,,1771,Lakshadweep_23-02-2021
24-02-2021,Lakshadweep,1902,55,13,1796,106,1383,413,0,4,1792,,,,,,1796,Lakshadweep_24-02-2021
25-02-2021,Lakshadweep,1929,55,13,1822,107,1408,414,0,4,1818,,,,,,1822,Lakshadweep_25-02-2021
26-02-2021,Lakshadweep,1931,55,13,1824,107,1410,414,0,4,1820,,,,,,1824,Lakshadweep_26-02-2021
27-02-2021,Lakshadweep,1931,55,13,1824,107,1410,414,0,4,1820,,,,,,1824,Lakshadweep_27-02-2021
28-02-2021,Lakshadweep,1931,59,13,1824,107,1410,414,0,4,1820,,,,,,1824,Lakshadweep_28-02-2021
01-03-2021,Lakshadweep,1931,66,13,1824,107,1410,414,0,4,1820,,,,,,1824,Lakshadweep_01-03-2021
02-03-2021,Lakshadweep,1931,67,13,1824,107,1410,414,0,4,1820,,,,,,1824,Lakshadweep_02-03-2021
03-03-2021,Lakshadweep,1931,69,13,1824,107,1410,414,0,4,1820,,,,,,1824,Lakshadweep_03-03-2021
04-03-2021,Lakshadweep,1931,82,14,1824,107,1410,414,0,4,1820,,,,,,1824,Lakshadweep_04-03-2021
05-03-2021,Lakshadweep,1982,115,15,1856,126,1426,430,0,4,1852,,,,,,1856,Lakshadweep_05-03-2021
06-03-2021,Lakshadweep,2078,124,15,1939,139,1484,455,0,4,1935,,,,,,1939,Lakshadweep_06-03-2021
07-03-2021,Lakshadweep,2078,124,15,1939,139,1484,455,0,4,1935,,,,,,1939,Lakshadweep_07-03-2021
08-03-2021,Lakshadweep,2310,189,15,2121,189,1607,514,0,7,2114,,,,,,2121,Lakshadweep_08-03-2021
09-03-2021,Lakshadweep,1667,1000,10,1452,215,1254,413,0,0,1667,,,,,,1667,Lakshadweep_09-03-2021
10-03-2021,Lakshadweep,1854,500,5,1535,319,1409,445,0,0,1854,,,,,,1854,Lakshadweep_10-03-2021
11-03-2021,Lakshadweep,2056,900,9,1589,467,1585,471,0,0,2056,,,,,,2056,Lakshadweep_11-03-2021
12-03-2021,Lakshadweep,2275,1100,10,1605,670,1776,499,0,0,2275,,,,,,2275,Lakshadweep_12-03-2021
13-03-2021,Lakshadweep,2510,1000,10,1657,853,1962,548,0,0,2510,,,,,,2510,Lakshadweep_13-03-2021
14-03-2021,Lakshadweep,2541,0,0,1659,882,1990,551,0,0,2541,,,,,,2541,Lakshadweep_14-03-2021
15-03-2021,Lakshadweep,2717,1200,10,1727,990,2109,608,0,0,2717,,,,,,2717,Lakshadweep_15-03-2021
16-03-2021,Lakshadweep,3860,1000,10,2753,1107,2089,664,0,0,3860,,,,,,2753,Lakshadweep_16-03-2021
17-03-2021,Lakshadweep,4555,900,9,3420,1135,2492,928,0,0,4555,,,,,,3420,Lakshadweep_17-03-2021
18-03-2021,Lakshadweep,4904,800,8,3617,1287,2652,965,0,0,4904,,,,,,3617,Lakshadweep_18-03-2021
19-03-2021,Lakshadweep,5088,900,9,3735,1353,2722,1013,0,0,5088,,,,,,3735,Lakshadweep_19-03-2021
20-03-2021,Lakshadweep,5387,1000,10,3915,1472,2818,1097,0,0,5387,,,,,,3915,Lakshadweep_20-03-2021
21-03-2021,Lakshadweep,5394,0,0,3920,1474,2822,1098,0,0,5394,,,,,,3920,Lakshadweep_21-03-2021
22-03-2021,Lakshadweep,5521,1000,10,4018,1503,2881,1137,0,0,5521,,,,,,4018,Lakshadweep_22-03-2021
23-03-2021,Lakshadweep,5707,900,9,4145,1562,2949,1196,0,0,5707,,,,,,4145,Lakshadweep_23-03-2021
24-03-2021,Lakshadweep,5826,800,8,4233,1593,3007,1226,0,0,5826,,,,,,4233,Lakshadweep_24-03-2021
25-03-2021,Lakshadweep,5901,900,9,4277,1624,3027,1250,0,0,5901,,,,,,4277,Lakshadweep_25-03-2021
26-03-2021,Lakshadweep,6053,800,8,4405,1648,3098,1307,0,0,6053,,,,,,4405,Lakshadweep_26-03-2021
27-03-2021,Lakshadweep,6266,900,9,4601,1665,3207,1394,0,0,6266,,,,,,4601,Lakshadweep_27-03-2021
28-03-2021,Lakshadweep,6333,200,2,4653,1680,3231,1421,1,0,6333,,,,,,4653,Lakshadweep_28-03-2021
29-03-2021,Lakshadweep,6333,900,9,4653,1680,3231,1421,1,0,6333,,,,,,4653,Lakshadweep_29-03-2021
30-03-2021,Lakshadweep,6552,1000,10,4804,1748,3347,1456,1,0,6552,,,,,,4804,Lakshadweep_30-03-2021
31-03-2021,Lakshadweep,6824,1000,10,5034,1790,3479,1554,1,0,6824,,,,,,5034,Lakshadweep_31-03-2021
01-04-2021,Lakshadweep,6953,1300,12,5156,1797,3545,1610,1,0,6953,,,,,,5156,Lakshadweep_01-04-2021
02-04-2021,Lakshadweep,7168,1200,12,5365,1803,3670,1694,1,0,7168,,,,,,5365,Lakshadweep_02-04-2021
03-04-2021,Lakshadweep,7399,1200,11,5578,1821,3774,1803,1,0,7399,,,,,,5578,Lakshadweep_03-04-2021
04-04-2021,Lakshadweep,7746,1000,10,5912,1834,3942,1969,1,0,7746,,,,,,5912,Lakshadweep_04-04-2021
05-04-2021,Lakshadweep,7993,1100,11,6130,1863,4084,2045,1,0,7993,,,,,,6130,Lakshadweep_05-04-2021
06-04-2021,Lakshadweep,8434,1100,10,6501,1933,4285,2215,1,0,8434,,,,,,6501,Lakshadweep_06-04-2021
07-04-2021,Lakshadweep,9484,1100,11,7379,2105,4730,2648,1,0,9484,,,,,,7379,Lakshadweep_07-04-2021
08-04-2021,Lakshadweep,10621,1200,12,8312,2309,5272,3039,1,0,10621,,,,,,8312,Lakshadweep_08-04-2021
09-04-2021,Lakshadweep,11527,1100,11,9063,2464,5685,3376,2,0,11527,,,,,,9063,Lakshadweep_09-04-2021
10-04-2021,Lakshadweep,12707,1500,13,10150,2557,6282,3866,2,0,12707,,,,,,10150,Lakshadweep_10-04-2021
11-04-2021,Lakshadweep,13223,1300,12,10630,2593,6541,4087,2,0,13223,,,,,,10630,Lakshadweep_11-04-2021
12-04-2021,Lakshadweep,13791,1100,11,11139,2652,6782,4355,2,0,13791,,,,,,11139,Lakshadweep_12-04-2021
13-04-2021,Lakshadweep,14389,1100,11,11691,2698,7060,4629,2,0,14389,,,,,,11691,Lakshadweep_13-04-2021
14-04-2021,Lakshadweep,15275,1000,10,12470,2805,7480,4987,3,0,15275,,,,,,12470,Lakshadweep_14-04-2021
15-04-2021,Lakshadweep,16053,1100,11,13174,2879,7886,5284,4,0,16053,,,,,,13174,Lakshadweep_15-04-2021
16-04-2021,Lakshadweep,16446,1200,12,13529,2917,8065,5460,4,0,16446,,,,,,13529,Lakshadweep_16-04-2021
17-04-2021,Lakshadweep,17145,1400,14,14161,2984,8378,5780,3,0,17145,,,,,,14161,Lakshadweep_17-04-2021
18-04-2021,Lakshadweep,18013,1000,10,14933,3080,8717,6213,3,0,18013,,,,,,14933,Lakshadweep_18-04-2021
19-04-2021,Lakshadweep,18439,1000,10,15300,3139,8926,6371,3,0,18439,,,,,,15300,Lakshadweep_19-04-2021
20-04-2021,Lakshadweep,18894,1000,10,15609,3285,9090,6516,3,0,18894,,,,,,15609,Lakshadweep_20-04-2021
21-04-2021,Lakshadweep,19750,1100,11,16225,3525,9395,6827,3,0,19750,,,,,,16225,Lakshadweep_21-04-2021
22-04-2021,Lakshadweep,20140,1100,11,16523,3617,9541,6979,3,0,20140,,,,,,16523,Lakshadweep_22-04-2021
23-04-2021,Lakshadweep,20544,1000,10,16836,3708,9689,7144,3,0,20544,,,,,,16836,Lakshadweep_23-04-2021
24-04-2021,Lakshadweep,21022,1100,11,17253,3769,9874,7376,3,0,21022,,,,,,17253,Lakshadweep_24-04-2021
25-04-2021,Lakshadweep,21363,1300,12,17538,3825,10016,7519,3,0,21363,,,,,,17538,Lakshadweep_25-04-2021
26-04-2021,Lakshadweep,21732,1000,10,17843,3889,10162,7678,3,0,21732,,,,,,17843,Lakshadweep_26-04-2021
27-04-2021,Lakshadweep,21928,1200,12,17998,3930,10217,7779,2,0,21928,,,,,,17998,Lakshadweep_27-04-2021
28-04-2021,Lakshadweep,22090,1600,15,18120,3970,10269,7849,2,0,22090,,,,,,18120,Lakshadweep_28-04-2021
29-04-2021,Lakshadweep,22410,1200,11,18386,4024,10394,7990,2,0,22410,,,,,,18386,Lakshadweep_29-04-2021
30-04-2021,Lakshadweep,23024,1300,12,18888,4136,10639,8247,2,0,23024,,,,,,18888,Lakshadweep_30-04-2021
01-05-2021,Lakshadweep,23444,2500,14,19170,4274,10763,8405,2,0,23444,,,,,,19170,Lakshadweep_01-05-2021
02-05-2021,Lakshadweep,23634,2000,15,19319,4315,10829,8488,2,0,23634,,,,,,19319,Lakshadweep_02-05-2021
03-05-2021,Lakshadweep,23908,2200,12,19460,4448,10891,8567,2,0,23908,,,,,,19460,Lakshadweep_03-05-2021
04-05-2021,Lakshadweep,24226,1900,14,19666,4560,10988,8676,2,0,24226,,,,,,19666,Lakshadweep_04-05-2021
05-05-2021,Lakshadweep,24766,2500,17,19872,4894,11096,8774,2,0,24766,,,,,,19872,Lakshadweep_05-05-2021
06-05-2021,Lakshadweep,25040,1900,14,19986,5054,11167,8817,2,0,25040,,,,,,19986,Lakshadweep_06-05-2021
07-05-2021,Lakshadweep,25396,2300,16,20131,5265,11251,8878,2,0,25396,,,,,,20131,Lakshadweep_07-05-2021
